timestamp,vendor_id,product_id,device_type,duration_seconds,hour,is_weekend,label
2026-01-06 02:23:11.918648,17EF,C52B,Wireless Mouse,13932,2,0,0
2026-01-09 09:58:11.918648,13FE,5567,USB Flash Drive,4141,9,0,0
2026-01-21 14:46:11.918648,1D50,0001,Keylogger Injector,1,14,0,1
2025-11-17 16:17:11.918648,05AC,3245,USB Flash Drive,7587,16,0,0
2026-01-30 11:11:11.918648,0951,C077,YubiKey,17197,11,0,0
2025-12-18 18:59:11.918648,05AC,0120,USB Keyboard,18694,18,0,0
2026-01-26 09:25:11.918648,03F0,1102,Wireless Mouse,91,9,0,0
2025-11-26 00:45:11.918648,2341,0001,Keylogger Injector,5,0,0,1
2025-11-29 08:50:11.918648,13FE,C077,Wireless Mouse,27199,8,1,0
2026-01-24 22:34:11.918648,1234,8036,Unknown HID,1214,22,1,1
2026-01-13 03:41:11.918648,16C0,8036,Rubber Ducky,1,3,0,1
2025-12-13 01:18:11.918648,BEEF,0001,Rubber Ducky,966,1,1,1
2026-01-04 13:20:11.918648,1050,1102,USB Flash Drive,11934,13,1,0
2025-11-10 14:06:11.918648,03F0,C52B,USB Flash Drive,13284,14,0,0
2026-01-10 15:00:11.918648,045E,1102,USB Keyboard,14254,15,1,0
2026-01-16 13:24:11.918648,03F0,C52B,USB Flash Drive,10466,13,0,0
2025-12-08 17:08:11.918648,03F0,C077,YubiKey,28162,17,0,0
2026-01-23 15:59:11.918648,13FE,3245,Wireless Mouse,23505,15,0,0
2025-11-26 18:31:11.918648,046D,0120,External HDD,21303,18,0,0
2025-11-28 17:43:11.918648,13FE,3245,External HDD,19480,17,0,0
2025-12-31 14:10:11.918648,0951,5567,USB Flash Drive,7375,14,0,0
2025-11-29 03:13:11.918648,1050,607d,Rubber Ducky,5,3,1,1
2025-11-30 19:12:11.918648,045E,1102,USB Keyboard,23489,19,1,0
2025-11-24 19:56:11.918648,045E,3245,USB Keyboard,14943,19,0,0
2025-11-25 09:49:11.918648,046D,3245,YubiKey,19568,9,0,0
2026-01-29 10:49:11.918648,1050,1102,YubiKey,21844,10,0,0
2026-01-06 05:17:11.918648,05AC,5567,Wireless Mouse,1653,5,0,0
2026-01-21 12:35:11.918648,045E,1666,YubiKey,12088,12,0,0
2025-11-12 18:54:11.918648,046D,0120,USB Flash Drive,3610,18,0,0
2026-01-21 19:05:11.918648,0951,5567,YubiKey,10055,19,0,0
2026-01-18 15:42:11.918648,05AC,5567,External HDD,24704,15,1,0
2025-11-10 11:12:11.918648,13FE,5567,USB Keyboard,22159,11,0,0
2025-11-11 08:26:11.918648,045E,0040,External HDD,21107,8,0,0
2025-12-01 08:13:11.918648,05AC,0120,USB Flash Drive,7702,8,0,0
2025-12-12 23:54:11.918648,1D50,607d,Keylogger Injector,2,23,0,1
2025-12-24 08:17:11.918648,03F0,1666,USB Keyboard,9580,8,0,0
2026-01-30 22:19:11.918648,2341,0043,Keylogger Injector,2,22,0,1
2026-01-04 09:36:11.918648,045E,5567,Wireless Mouse,821,9,1,0
2026-01-07 22:36:11.918648,046D,C077,USB Keyboard,16846,22,0,0
2025-12-03 10:58:11.918648,046D,1102,USB Keyboard,23570,10,0,0
2026-01-08 09:23:11.918648,045E,C52B,YubiKey,24531,9,0,0
2026-01-15 19:00:11.918648,05AC,0040,External HDD,23114,19,0,0
2025-12-11 09:05:11.918648,03F0,5567,USB Flash Drive,4078,9,0,0
2025-11-16 15:00:11.918648,17EF,C077,External HDD,19391,15,1,0
2026-01-20 14:20:11.918648,05AC,1102,Wireless Mouse,22986,14,0,0
2025-12-05 10:05:11.918648,05AC,5567,USB Keyboard,16796,10,0,0
2025-11-26 06:53:11.918648,045E,0120,USB Keyboard,23810,6,0,0
2026-01-11 05:09:11.918648,046D,C52B,External HDD,12004,5,1,0
2025-12-16 09:15:11.918648,17EF,1102,Wireless Mouse,1466,9,0,0
2026-01-24 13:41:11.918648,13FE,3245,USB Keyboard,21342,13,1,0
2025-11-11 12:48:11.918648,05C6,1337,Keylogger Injector,1,12,0,1
2026-01-16 12:39:11.918648,0951,5567,YubiKey,20246,12,0,0
2025-11-21 08:45:11.918648,17EF,C077,Wireless Mouse,15409,8,0,0
2026-01-11 13:50:11.918648,05AC,0120,USB Keyboard,4420,13,1,0
2025-12-01 19:35:11.918648,0781,C077,YubiKey,6348,19,0,0
2026-01-14 15:42:11.918648,13FE,0120,USB Flash Drive,3258,15,0,0
2025-12-01 14:41:11.918648,045E,C077,USB Keyboard,14030,14,0,0
2025-11-30 10:33:11.918648,1050,3245,USB Keyboard,19390,10,1,0
2025-12-06 18:30:11.918648,0781,0040,External HDD,16142,18,1,0
2025-12-29 18:21:11.918648,1050,0040,USB Keyboard,10151,18,0,0
2026-01-31 02:19:11.918648,BEEF,8036,Keylogger Injector,5,2,1,1
2025-12-13 15:51:11.918648,1050,C52B,USB Flash Drive,17092,15,1,0
2025-11-30 07:52:11.918648,17EF,1666,External HDD,18495,7,1,0
2025-11-11 15:57:11.918648,0951,0040,USB Keyboard,20293,15,0,0
2026-01-24 18:30:11.918648,03F0,1666,Wireless Mouse,16832,18,1,0
2025-12-26 17:50:11.918648,05AC,C077,Wireless Mouse,2333,17,0,0
2026-01-24 14:47:11.918648,05AC,0040,YubiKey,5665,14,1,0
2026-01-23 15:32:11.918648,17EF,C077,USB Keyboard,764,15,0,0
2026-01-01 19:42:11.918648,046D,C077,External HDD,14615,19,0,0
2026-01-15 17:17:11.918648,17EF,1666,Wireless Mouse,2591,17,0,0
2025-11-13 18:51:11.918648,17EF,C077,USB Keyboard,14706,18,0,0
2025-12-26 11:32:11.918648,046D,1666,USB Flash Drive,18361,11,0,0
2026-01-01 21:25:11.918648,1D50,1337,Unknown HID,2049,21,0,1
2025-11-11 06:26:11.918648,DEAD,0001,Unknown HID,2,6,0,1
2026-01-10 12:47:11.918648,03F0,C077,External HDD,1747,12,1,0
2026-02-06 11:46:11.918648,05AC,3245,External HDD,2866,11,0,0
2025-12-17 17:50:11.918648,1050,0120,Wireless Mouse,17944,17,0,0
2025-12-09 07:16:11.918648,046D,0120,USB Flash Drive,11785,7,0,0
2026-02-04 18:17:11.918648,046D,5567,External HDD,3505,18,0,0
2026-01-26 22:46:11.918648,1234,607d,Keylogger Injector,5,22,0,1
2026-01-05 06:04:11.918648,0781,5567,External HDD,27280,6,0,0
2026-02-05 12:56:11.918648,0781,5567,Wireless Mouse,4533,12,0,0
2026-01-18 06:54:11.918648,1D50,607d,Keylogger Injector,10,6,1,1
2025-12-11 12:13:11.918648,0781,0120,YubiKey,17054,12,0,0
2025-11-16 11:15:11.918648,1050,0120,USB Flash Drive,8519,11,1,0
2025-11-19 16:14:11.918648,DEAD,1337,Bash Bunny,1,16,0,1
2026-01-15 08:19:11.918648,13FE,1666,Wireless Mouse,25225,8,0,0
2025-12-18 16:50:11.918648,045E,5567,USB Flash Drive,5775,16,0,0
2026-01-14 13:44:11.918648,03F0,1102,YubiKey,22770,13,0,0
2025-12-05 03:53:11.918648,0781,0043,Unknown HID,2488,3,0,1
2026-01-24 17:21:11.918648,045E,1666,YubiKey,8585,17,1,0
2026-01-21 03:33:11.918648,1D50,0001,Malicious Drive,1124,3,0,1
2025-11-28 00:39:11.918648,1050,607d,Bash Bunny,477,0,0,1
2025-11-19 09:04:11.918648,0781,0120,USB Flash Drive,12105,9,0,0
2025-12-24 18:29:11.918648,0951,C52B,External HDD,18599,18,0,0
2026-01-15 14:46:11.918648,1050,0120,YubiKey,23153,14,0,0
2025-11-10 09:41:11.918648,046D,C52B,USB Keyboard,13259,9,0,0
2025-12-24 15:31:11.918648,045E,0120,USB Keyboard,1593,15,0,0
2025-11-17 02:13:11.918648,05C6,0043,Malicious Drive,1,2,0,1
2025-11-30 13:03:11.918648,0781,C077,YubiKey,7261,13,1,0
2026-01-21 08:10:11.918648,1050,5567,USB Flash Drive,6921,8,0,0
2025-12-22 06:50:11.918648,05AC,5567,YubiKey,12637,6,0,0
2026-01-01 15:34:11.918648,046D,5567,USB Flash Drive,24357,15,0,0
2025-11-14 07:17:11.918648,16C0,607d,Malicious Drive,1073,7,0,1
2025-11-11 20:25:11.918648,1050,0040,USB Keyboard,28047,20,0,0
2025-12-27 19:28:11.918648,046D,0040,USB Keyboard,24834,19,1,0
2026-01-17 01:32:11.918648,DEAD,1337,Keylogger Injector,2574,1,1,1
2025-12-20 08:43:11.918648,0951,1102,USB Flash Drive,10430,8,1,0
2026-01-14 16:20:11.918648,03F0,1666,External HDD,19389,16,0,0
2025-11-29 07:26:11.918648,03F0,5567,USB Keyboard,15346,7,1,0
2025-12-01 08:59:11.918648,0951,3245,YubiKey,7058,8,0,0
2026-01-02 08:37:11.918648,1050,C52B,YubiKey,13043,8,0,0
2025-11-14 19:37:11.918648,046D,C077,USB Keyboard,16499,19,0,0
2025-11-26 12:17:11.918648,045E,1102,Wireless Mouse,4826,12,0,0
2026-01-05 03:32:11.918648,046D,3245,USB Keyboard,14171,3,0,0
2025-11-18 12:45:11.918648,05AC,C52B,External HDD,27352,12,0,0
2025-11-16 16:14:11.918648,046D,C52B,USB Keyboard,19940,16,1,0
2025-11-17 22:55:11.918648,046D,1102,USB Keyboard,13864,22,0,0
2025-12-27 11:42:11.918648,045E,5567,YubiKey,11854,11,1,0
2025-11-16 21:08:11.918648,1D50,8036,Unknown HID,10,21,1,1
2025-12-15 14:20:11.918648,045E,C52B,USB Keyboard,20271,14,0,0
2026-01-17 10:37:11.918648,045E,C52B,External HDD,6689,10,1,0
2025-12-08 03:54:11.918648,BEEF,1337,Rubber Ducky,3318,3,0,1
2026-01-14 14:01:11.918648,045E,1666,YubiKey,19164,14,0,0
2025-12-04 16:56:11.918648,05AC,5567,USB Flash Drive,21353,16,0,0
2026-01-15 08:26:11.918648,13FE,0040,YubiKey,4824,8,0,0
2025-12-07 10:43:11.918648,03F0,1666,USB Keyboard,5122,10,1,0
2026-02-01 10:02:11.918648,03F0,0120,USB Keyboard,8020,10,1,0
2026-01-31 10:53:11.918648,045E,5567,USB Flash Drive,25844,10,1,0
2025-11-14 23:24:11.918648,1D50,0043,Unknown HID,1403,23,0,1
2025-12-11 15:59:11.918648,0951,0040,External HDD,5062,15,0,0
2025-11-30 17:49:11.918648,05AC,3245,USB Flash Drive,3210,17,1,0
2026-01-22 14:19:11.918648,DEAD,1337,Keylogger Injector,2694,14,0,1
2025-11-13 10:16:11.918648,046D,C077,USB Keyboard,16131,10,0,0
2026-01-04 09:33:11.918648,0951,C52B,Wireless Mouse,27499,9,1,0
2025-11-25 12:31:11.918648,0781,0120,USB Keyboard,9085,12,0,0
2026-01-09 17:10:11.918648,045E,1666,USB Keyboard,4134,17,0,0
2025-11-25 21:49:11.918648,17EF,5567,YubiKey,27196,21,0,0
2026-01-30 10:13:11.918648,1050,1102,External HDD,2348,10,0,0
2026-02-03 23:50:11.918648,16C0,1337,Rubber Ducky,5,23,0,1
2025-11-29 05:40:11.918648,2341,1337,Bash Bunny,2,5,1,1
2025-11-17 14:42:11.918648,0951,3245,Wireless Mouse,19692,14,0,0
2026-01-15 13:37:11.918648,0781,1666,YubiKey,3927,13,0,0
2026-01-02 08:01:11.918648,17EF,C52B,USB Flash Drive,11945,8,0,0
2025-11-14 15:59:11.918648,1050,5567,USB Keyboard,6474,15,0,0
2025-11-14 19:53:11.918648,0781,C52B,USB Keyboard,843,19,0,0
2026-02-06 12:02:11.918648,045E,0040,USB Flash Drive,5316,12,0,0
2025-12-01 15:11:11.918648,05AC,0040,External HDD,12755,15,0,0
2025-12-02 19:46:11.918648,0951,3245,Wireless Mouse,18113,19,0,0
2025-12-24 12:14:11.918648,05AC,C52B,YubiKey,7048,12,0,0
2026-01-28 09:43:11.918648,17EF,3245,Wireless Mouse,1254,9,0,0
2026-01-15 12:34:11.918648,046D,3245,YubiKey,6684,12,0,0
2025-11-11 16:38:11.918648,045E,0120,USB Keyboard,21066,16,0,0
2026-01-08 12:40:11.918648,0781,0120,USB Keyboard,10775,12,0,0
2026-01-03 17:31:11.918648,05AC,1666,Wireless Mouse,4104,17,1,0
2025-12-29 18:51:11.918648,05AC,C52B,USB Keyboard,6210,18,0,0
2025-11-23 10:50:11.918648,0951,0120,USB Flash Drive,15873,10,1,0
2026-01-12 08:36:11.918648,0951,5567,External HDD,12738,8,0,0
2025-12-04 10:32:11.918648,2341,1337,Malicious Drive,1,10,0,1
2025-12-08 16:11:11.918648,17EF,C52B,External HDD,20297,16,0,0
2026-01-06 16:37:11.918648,17EF,3245,External HDD,26756,16,0,0
2026-02-02 18:25:11.918648,1050,0040,YubiKey,10166,18,0,0
2025-12-11 10:57:11.918648,05AC,1666,YubiKey,25463,10,0,0
2025-12-28 11:14:11.918648,05AC,0120,USB Keyboard,9345,11,1,0
2026-01-11 06:08:11.918648,1234,8036,Unknown HID,1,6,1,1
2025-12-17 18:51:11.918648,0781,1666,USB Keyboard,18866,18,0,0
2026-01-09 01:16:11.918648,05C6,0001,Malicious Drive,1,1,0,1
2026-01-25 10:44:11.918648,17EF,0040,USB Flash Drive,27240,10,1,0
2025-11-28 09:44:11.918648,0781,C52B,YubiKey,1582,9,0,0
2026-01-22 15:35:11.918648,1050,5567,External HDD,3466,15,0,0
2025-12-20 10:00:11.918648,046D,5567,USB Keyboard,478,10,1,0
2025-11-29 13:16:11.918648,05AC,0120,Wireless Mouse,20630,13,1,0
2025-12-09 08:47:11.918648,0781,0040,External HDD,15654,8,0,0
2026-01-29 16:03:11.918648,03F0,3245,USB Flash Drive,10053,16,0,0
2026-01-03 13:38:11.918648,0951,0120,USB Flash Drive,7982,13,1,0
2026-01-14 08:10:11.918648,0781,C52B,USB Flash Drive,18961,8,0,0
2026-01-27 09:39:11.918648,17EF,1666,External HDD,14560,9,0,0
2025-12-14 14:25:11.918648,0951,1666,YubiKey,18613,14,1,0
2026-01-05 14:45:11.918648,13FE,1666,Wireless Mouse,22637,14,0,0
2025-12-21 11:29:11.918648,17EF,C52B,USB Keyboard,17153,11,1,0
2026-01-08 09:09:11.918648,03F0,0040,USB Keyboard,14771,9,0,0
2025-12-24 16:09:11.918648,13FE,0040,USB Flash Drive,4212,16,0,0
2026-01-16 02:36:11.918648,BEEF,0001,Malicious Drive,3572,2,0,1
2025-11-26 14:32:11.918648,05AC,C077,YubiKey,26110,14,0,0
2026-01-14 11:40:11.918648,046D,0120,Wireless Mouse,20339,11,0,0
2025-12-22 11:25:11.918648,03F0,C52B,USB Flash Drive,27598,11,0,0
2026-01-17 14:10:11.918648,0781,1102,External HDD,25752,14,1,0
2026-01-06 16:32:11.918648,046D,1102,YubiKey,19500,16,0,0
2026-02-06 09:09:11.918648,046D,0040,YubiKey,21555,9,0,0
2026-01-04 13:18:11.918648,13FE,0120,USB Keyboard,11736,13,1,0
2025-11-25 08:53:11.918648,03F0,5567,Wireless Mouse,11246,8,0,0
2026-02-05 18:57:11.918648,045E,1666,USB Keyboard,3371,18,0,0
2025-11-13 13:12:11.918648,045E,5567,USB Keyboard,9740,13,0,0
2026-01-09 05:31:11.918648,045E,0001,Rubber Ducky,1841,5,0,1
2026-02-07 19:17:11.918648,0781,1666,Wireless Mouse,9730,19,1,0
2025-12-09 15:14:11.918648,0781,3245,USB Keyboard,8487,15,0,0
2025-12-20 22:32:11.918648,046D,1666,USB Flash Drive,26361,22,1,0
2025-12-13 00:14:11.918648,2341,0001,Bash Bunny,2,0,1,1
2025-12-01 14:00:11.918648,1050,1102,External HDD,7626,14,0,0
2026-01-01 15:34:11.918648,0781,3245,YubiKey,12388,15,0,0
2025-11-28 14:40:11.918648,17EF,1102,YubiKey,8729,14,0,0
2025-12-11 08:42:11.918648,17EF,1102,YubiKey,15738,8,0,0
2025-11-27 02:26:11.918648,16C0,0043,Malicious Drive,5,2,0,1
2025-11-24 09:57:11.918648,05AC,1102,USB Flash Drive,7356,9,0,0
2025-12-25 11:03:11.918648,17EF,0040,YubiKey,22879,11,0,0
2026-02-04 16:51:11.918648,13FE,0120,YubiKey,25400,16,0,0
2026-01-22 08:54:11.918648,1050,1666,USB Flash Drive,1193,8,0,0
2025-11-27 17:29:11.918648,046D,3245,Wireless Mouse,24755,17,0,0
2025-11-18 08:20:11.918648,13FE,5567,YubiKey,2502,8,0,0
2025-12-26 23:10:11.918648,BEEF,8036,Unknown HID,3286,23,0,1
2025-12-29 12:26:11.918648,0781,1666,YubiKey,27287,12,0,0
2025-11-20 08:33:11.918648,1050,3245,USB Flash Drive,17710,8,0,0
2025-12-01 11:11:11.918648,045E,3245,USB Flash Drive,16824,11,0,0
2025-12-17 10:38:11.918648,045E,C52B,External HDD,15259,10,0,0
2025-12-30 15:45:11.918648,17EF,0040,External HDD,1715,15,0,0
2026-01-23 12:25:11.918648,05AC,1102,Wireless Mouse,28464,12,0,0
2026-01-15 18:29:11.918648,1050,1666,External HDD,7193,18,0,0
2026-01-17 10:04:11.918648,1050,0120,YubiKey,28750,10,1,0
2026-02-01 10:32:11.918648,0781,3245,Wireless Mouse,8719,10,1,0
2026-01-03 19:15:11.918648,0781,C52B,YubiKey,27161,19,1,0
2026-01-05 02:55:11.918648,045E,3245,YubiKey,28136,2,0,0
2025-11-22 09:04:11.918648,045E,0040,YubiKey,8370,9,1,0
2025-12-19 17:05:11.918648,046D,5567,Wireless Mouse,17188,17,0,0
2025-11-26 12:05:11.918648,046D,0040,Wireless Mouse,28535,12,0,0
2025-12-13 01:59:11.918648,1050,3245,YubiKey,26331,1,1,0
2026-01-26 16:14:11.918648,0951,1666,USB Keyboard,25379,16,0,0
2025-12-10 14:53:11.918648,05C6,0001,Unknown HID,479,14,0,1
2025-12-30 12:36:11.918648,046D,0040,External HDD,19884,12,0,0
2026-01-25 10:53:11.918648,03F0,3245,USB Flash Drive,27416,10,1,0
2026-01-18 15:56:11.918648,046D,5567,Wireless Mouse,25674,15,1,0
2025-11-14 15:50:11.918648,13FE,1666,USB Flash Drive,5629,15,0,0
2025-11-19 08:47:11.918648,17EF,0120,USB Keyboard,8495,8,0,0
2026-01-11 16:16:11.918648,045E,C52B,Wireless Mouse,7511,16,1,0
2026-01-10 13:58:11.918648,03F0,C52B,USB Flash Drive,10012,13,1,0
2026-01-04 04:02:11.918648,0781,0001,Unknown HID,1371,4,1,1
2025-12-06 06:03:11.918648,1234,607d,Keylogger Injector,1,6,1,1
2025-12-12 09:22:11.918648,046D,0120,YubiKey,4363,9,0,0
2025-12-15 06:02:11.918648,046D,5567,Wireless Mouse,5240,6,0,0
2025-12-22 19:39:11.918648,046D,C077,YubiKey,21815,19,0,0
2025-11-12 13:58:11.918648,0951,C077,External HDD,12315,13,0,0
2025-11-29 15:42:11.918648,17EF,3245,USB Keyboard,25095,15,1,0
2025-12-02 10:05:11.918648,1050,5567,Wireless Mouse,920,10,0,0
2025-12-18 10:26:11.918648,17EF,0040,YubiKey,11070,10,0,0
2026-02-02 14:40:11.918648,046D,0120,USB Flash Drive,3829,14,0,0
2025-11-23 08:16:11.918648,1050,1102,External HDD,25855,8,1,0
2026-01-27 10:43:11.918648,13FE,3245,USB Flash Drive,23564,10,0,0
2026-01-31 10:36:11.918648,17EF,1666,Wireless Mouse,26199,10,1,0
2025-12-08 09:16:11.918648,046D,3245,USB Keyboard,24511,9,0,0
2025-12-28 16:58:11.918648,0781,1102,USB Keyboard,3052,16,1,0
2026-02-01 19:34:11.918648,DEAD,8036,Malicious Drive,10,19,1,1
2025-12-17 11:26:11.918648,1050,C52B,Wireless Mouse,25912,11,0,0
2025-11-20 08:24:11.918648,16C0,607d,Unknown HID,5,8,0,1
2026-01-16 15:34:11.918648,13FE,0120,External HDD,25585,15,0,0
2025-12-12 19:38:11.918648,046D,C077,External HDD,20716,19,0,0
2026-01-07 17:55:11.918648,1050,1102,Wireless Mouse,16153,17,0,0
2025-11-26 16:14:11.918648,13FE,0040,YubiKey,16144,16,0,0
2025-11-24 22:55:11.918648,1050,1666,External HDD,18138,22,0,0
2025-11-14 10:17:11.918648,0781,3245,USB Flash Drive,7754,10,0,0
2025-12-04 08:37:11.918648,045E,5567,USB Flash Drive,9669,8,0,0
2025-11-23 22:15:11.918648,05AC,0120,External HDD,20887,22,1,0
2025-12-05 22:35:11.918648,03F0,C077,Wireless Mouse,22332,22,0,0
2026-01-26 01:34:11.918648,13FE,3245,Wireless Mouse,2491,1,0,0
2025-12-21 12:24:11.918648,0951,1102,USB Keyboard,21209,12,1,0
2025-12-04 18:31:11.918648,1050,5567,USB Keyboard,17585,18,0,0
2026-01-23 15:05:11.918648,0951,0040,External HDD,1766,15,0,0
2025-11-23 01:35:11.918648,05C6,8036,Rubber Ducky,3168,1,1,1
2025-11-14 02:47:11.918648,05AC,C077,USB Flash Drive,4843,2,0,0
2026-01-30 13:12:11.918648,0951,3245,USB Keyboard,17370,13,0,0
2026-01-14 19:44:11.918648,046D,0120,USB Flash Drive,19741,19,0,0
2026-02-05 19:40:11.918648,03F0,3245,USB Keyboard,17506,19,0,0
2026-01-22 15:51:11.918648,046D,0040,External HDD,21980,15,0,0
2025-12-11 14:41:11.918648,BEEF,0043,Unknown HID,1851,14,0,1
2025-11-11 18:43:11.918648,17EF,1102,External HDD,7293,18,0,0
2025-12-20 14:07:11.918648,1050,C077,External HDD,20757,14,1,0
2025-11-17 15:22:11.918648,046D,C077,USB Flash Drive,23266,15,0,0
2025-11-20 12:40:11.918648,045E,3245,USB Keyboard,10580,12,0,0
2026-01-22 09:06:11.918648,05AC,C077,External HDD,15087,9,0,0
2026-01-16 17:42:11.918648,03F0,0040,Wireless Mouse,27993,17,0,0
2025-12-31 14:02:11.918648,03F0,1102,YubiKey,28218,14,0,0
2025-12-13 14:35:11.918648,045E,1102,USB Flash Drive,25372,14,1,0
2025-11-22 08:18:11.918648,1050,3245,USB Flash Drive,3920,8,1,0
2026-01-29 16:37:11.918648,046D,0043,Bash Bunny,2,16,0,1
2026-02-01 11:20:11.918648,0781,1666,Wireless Mouse,19169,11,1,0
2026-01-18 04:35:11.918648,1D50,607d,Bash Bunny,5,4,1,1
2025-12-09 13:23:11.918648,0781,C077,Wireless Mouse,17229,13,0,0
2025-11-29 14:43:11.918648,0781,1666,YubiKey,17143,14,1,0
2025-11-27 19:14:11.918648,03F0,C077,USB Keyboard,6885,19,0,0
2026-01-14 14:07:11.918648,1050,1102,External HDD,25752,14,0,0
2025-11-28 12:38:11.918648,05AC,0120,Wireless Mouse,1198,12,0,0
2025-12-02 08:31:11.918648,045E,5567,YubiKey,2504,8,0,0
2025-11-21 15:42:11.918648,045E,1666,USB Keyboard,19978,15,0,0
2026-02-04 14:47:11.918648,0951,5567,External HDD,7423,14,0,0
2025-12-20 10:31:11.918648,17EF,1102,USB Keyboard,13216,10,1,0
2025-12-29 09:37:11.918648,0951,C077,External HDD,12727,9,0,0
2025-11-10 08:13:11.918648,03F0,5567,USB Keyboard,10256,8,0,0
2026-02-07 17:42:11.918648,0951,C52B,USB Flash Drive,2876,17,1,0
2025-11-16 06:09:11.918648,05AC,1102,USB Keyboard,9852,6,1,0
2025-11-24 09:49:11.918648,0951,1666,YubiKey,18526,9,0,0
2026-02-03 17:08:11.918648,046D,5567,Wireless Mouse,2786,17,0,0
2026-02-05 17:02:11.918648,1D50,8036,Bash Bunny,3556,17,0,1
2025-11-11 08:04:11.918648,046D,3245,USB Keyboard,19400,8,0,0
2025-12-29 14:01:11.918648,17EF,C077,Wireless Mouse,7390,14,0,0
2025-12-26 18:43:11.918648,0951,C52B,USB Flash Drive,22780,18,0,0
2026-01-22 14:59:11.918648,0781,3245,USB Keyboard,15935,14,0,0
2026-01-15 14:48:11.918648,045E,1102,USB Flash Drive,12407,14,0,0
2026-01-09 17:40:11.918648,0781,1102,External HDD,17583,17,0,0
2025-12-01 17:43:11.918648,1050,5567,External HDD,15462,17,0,0
2025-11-17 15:45:11.918648,05AC,0040,YubiKey,23542,15,0,0
2026-01-12 04:51:11.918648,2341,8036,Unknown HID,491,4,0,1
2025-11-15 12:48:11.918648,045E,0120,External HDD,9906,12,1,0
2025-12-06 13:24:11.918648,17EF,1102,USB Flash Drive,13966,13,1,0
2026-01-07 12:25:11.918648,03F0,0040,USB Keyboard,10741,12,0,0
2025-11-20 14:38:11.918648,05AC,0040,Wireless Mouse,5431,14,0,0
2026-01-16 18:26:11.918648,05AC,C077,Wireless Mouse,10274,18,0,0
2026-01-15 14:09:11.918648,045E,0120,YubiKey,2694,14,0,0
2025-11-29 18:44:11.918648,03F0,1666,USB Flash Drive,22733,18,1,0
2026-01-25 12:17:11.918648,045E,1666,Wireless Mouse,10185,12,1,0
2026-02-05 15:19:11.918648,0951,1102,YubiKey,17463,15,0,0
2026-01-19 16:40:11.918648,05AC,1666,External HDD,16836,16,0,0
2025-12-05 02:27:11.918648,0951,0120,Wireless Mouse,10483,2,0,0
2026-01-01 10:11:11.918648,0951,0040,YubiKey,6744,10,0,0
2025-12-03 18:15:11.918648,046D,1666,YubiKey,17527,18,0,0
2025-12-06 14:23:11.918648,0781,C52B,YubiKey,18929,14,1,0
2026-02-02 15:31:11.918648,045E,C077,External HDD,13668,15,0,0
2025-12-31 16:56:11.918648,046D,5567,USB Flash Drive,3551,16,0,0
2026-01-23 15:56:11.918648,03F0,0120,External HDD,18540,15,0,0
2026-02-01 13:18:11.918648,03F0,1102,USB Flash Drive,11633,13,1,0
2025-11-25 22:10:11.918648,1D50,0001,Keylogger Injector,1,22,0,1
2025-11-19 23:37:11.918648,13FE,0040,External HDD,2716,23,0,0
2025-11-16 13:27:11.918648,13FE,0040,USB Keyboard,7782,13,1,0
2026-02-01 22:21:11.918648,03F0,3245,USB Keyboard,23414,22,1,0
2025-12-23 02:45:11.918648,0951,C52B,USB Flash Drive,15171,2,0,0
2026-02-06 16:35:11.918648,0781,5567,YubiKey,5862,16,0,0
2025-11-24 12:03:11.918648,17EF,C077,YubiKey,5305,12,0,0
2025-12-09 03:50:11.918648,045E,0040,Wireless Mouse,8211,3,0,0
2025-12-08 12:18:11.918648,045E,3245,Wireless Mouse,6860,12,0,0
2026-01-01 18:59:11.918648,13FE,1666,YubiKey,27002,18,0,0
2026-01-18 23:06:11.918648,13FE,607d,Rubber Ducky,2134,23,1,1
2026-02-07 15:29:11.918648,05AC,0040,External HDD,26582,15,1,0
2026-02-07 20:05:11.918648,16C0,0043,Malicious Drive,985,20,1,1
2025-12-06 12:50:11.918648,03F0,C52B,YubiKey,10283,12,1,0
2025-12-22 19:06:11.918648,0781,5567,USB Flash Drive,21989,19,0,0
2026-01-06 12:16:11.918648,17EF,1102,USB Keyboard,10824,12,0,0
2025-12-17 22:36:11.918648,16C0,0001,Bash Bunny,2543,22,0,1
2026-02-03 18:36:11.918648,13FE,0120,YubiKey,18002,18,0,0
2026-02-06 00:35:11.918648,046D,3245,USB Keyboard,2779,0,0,0
2025-12-04 17:19:11.918648,1050,1666,Wireless Mouse,3223,17,0,0
2026-01-09 21:17:11.918648,05AC,0120,USB Flash Drive,6728,21,0,0
2025-12-08 10:48:11.918648,05AC,3245,USB Keyboard,9038,10,0,0
2025-11-27 22:00:11.918648,1D50,0043,Unknown HID,2977,22,0,1
2025-12-05 14:27:11.918648,03F0,C52B,YubiKey,17847,14,0,0
2026-01-30 14:30:11.918648,16C0,0043,Rubber Ducky,2336,14,0,1
2025-12-30 13:47:11.918648,045E,1102,Wireless Mouse,24214,13,0,0
2025-11-11 09:40:11.918648,03F0,1666,USB Flash Drive,3666,9,0,0
2026-01-07 10:44:11.918648,05AC,C52B,USB Flash Drive,14081,10,0,0
2025-12-15 08:49:11.918648,17EF,1666,USB Keyboard,11993,8,0,0
2026-01-03 19:53:11.918648,03F0,0040,External HDD,22625,19,1,0
2025-11-18 05:53:11.918648,03F0,1102,External HDD,20621,5,0,0
